കവിതകൾ/ പാട്ടുകൾ,വൃത്തം,Poet,Type
പൊന്നരിവാളമ്പിളിയിൽ കണ്ണെറിയുന്നോളേ,,,നാടക ഗാനം
ആ മരത്തിൻ പൂന്തണലിൽ വാടി നിൽക്കുന്നോളേ,,,
ആലായാൽ തറ വേണം...   അടുത്തൊരമ്പലം വേണം,,,കവിത
പൂക്കുന്നിതാ മുല്ല പൂക്കുന്നിലഞ്ഞി,,,കവിത
പൂക്കുന്നു തേന്മാവ് പൂക്കുന്നശോകം,,,
നീലക്കാർ മുകിൽ വർണ്ണനന്നേരം,,,കവിത
രാധ എന്നൊരു നാരിയുമായി,,,
പൊൽത്തിങ്കൾ പൊട്ടുതൊട്ട ഹിമവൽ ശൈലാഗ്രശൃംഗത്തിൽ,,,സിനിമാ ഗാനം
ഘനശ്യാമ സന്ധ്യാ ഹൃദയം  നിറയെ,,,കവിത
മുഴങ്ങി മഴവില്ലിൻ മാണിക്യവീണ,,,
അറബികടലൊരു മണവാളൻ,,,സിനിമാ ഗാനം
കരയോ നല്ലൊരു മണവാട്ടി,,,
ഹാ പുഷ്പമേ അധികതുംഗപദത്തിലെത്ര,,,കവിത
ശോഭിച്ചിരുന്നിതൊരു രാജ്ഞികണക്കയേ നീ,,,
രണ്ടും മൂന്നും തവണ കൃഷിയേറ്റുന്ന കണ്ടങ്ങളെയും,,,കവിത
അങ്കണ തൈമാവിൽ നിന്നാദ്യത്തെ പഴം വീഴ്‌കെ,,,കവിത
അമ്മതൻ നേത്രത്തിൽ നിന്നുതിർന്നൂ ചുടുകണ്ണീർ,,,
പ്രേമഭിക്ഷുകി ഭിക്ഷുകി ഭിക്ഷുകി,,,സിനിമാ ഗാനം
ശാരികേ ശാരികേ  സിന്ധു ഗംഗാ,,,സിനിമാ ഗാനം
തീരം വളർത്തിയ ഗന്ധർവ്വ ഗായികേ,,,
സ്വപ്നങ്ങൾ സ്വപ്നങ്ങൾ സ്വപ്നങ്ങളേ,,,സിനിമാ ഗാനം 
നിങ്ങൾ സ്വർഗ്ഗ കുമാരികളല്ലോ,,,
നിത്യ വിശുദ്ധയാം കന്യാമറിയമേ,,,സിനിമാ ഗാനം 
നിൻ നാമം വാഴ്ത്തപ്പെടട്ടേ,,,
ചക്രവർത്തിനീ നിനക്കു,,,സിനിമാ ഗാനം 
ഞാനെന്റെ ശിൽപ ഗോപുരം തുറന്നു,,,
സ്വർഗ്ഗത്തേക്കാൾ സുന്ദരമാണീ,,,സിനിമാ ഗാനം 
സ്വപ്നം വിടരും ഗ്രാമം,,,
കള്ളിപ്പാലകൾ പൂത്തു കാടൊരു,,,സിനിമാ ഗാനം 
വെള്ളിപ്പൂക്കുട തീർത്തു,,,
സാരസാക്ഷാ പരിപാലയ മാമയി,,,traditional
സന്തതം കരുണയ ജഗദീശ,,,
പാഹി പർവ്വത നന്ദിനി മാമയി,,,traditional
പാർവ്വണേന്തൂ സമവദനേ,,,
വാതാപി ഗണപതിം ഭജേ ഹം വാരണാസ്യം വരപ്രദം,,,traditional
ജാമൂൻ കാലേ കാലേ,,,
ലേലോജി മീഠേ മീഠേ താജേ താജേ,,,traditional
ഈശോ മിശിഹാക്ക് സ്തുതിയായിരിക്കട്ടെ,,,traditional
എപ്പോഴും എപ്പോഴും സ്തുതിയായിരിക്കട്ടെ,,,
മണിവേണുനാദസുധ ചൊരിയുന്നഭൂതിയതു,അതിസ്തിമിത,എം. ഗീതാദേവി,കവിത
പറയാവതല്ലസഖി പൊഴിയുന്നു രാഗമഴ,അതിസ്തിമിത,എം. ഗീതാദേവി,കവിത
പരന്നു പൂനിലാവെളിച്ചമിമ്പമായ്,അന്നനട,എം. ഗീതാദേവി,കവിത
വിടർന്നിതാ നിശാസുമങ്ങളൊക്കെയും,അന്നനട,എം. ഗീതാദേവി,കവിത
ശിരസ്സു കുമ്പിട്ടു നമസ്കരിച്ചിടാം,അന്നനട,എം. ഗീതാദേവി,കവിത
വിളങ്ങിടേണമെൻ മനസ്സിലെന്നുമേ,അന്നനട,എം. ഗീതാദേവി,കവിത
പേമാരി പെയ്തുംമലയാളനാടിനേ,ഇന്ദ്രവംശ,എം. ഗീതാദേവി,കവിത
പാടേമുടിച്ചുംപ്രളയം തിമിർക്കവേ,ഇന്ദ്രവംശ,എം. ഗീതാദേവി,കവിത
എല്ലാം തകർത്ത പ്രളയത്തിലെത്രയോ,ഇന്ദ്രവംശ,എം. ഗീതാദേവി,കവിത
ജന്മങ്ങൾ കണ്ടൂ മരണം മുഖാമുഖം,ഇന്ദ്രവംശ,എം. ഗീതാദേവി,കവിത
ഇന്ദീവരപ്പൂക്കൾ ദലം വിടർത്തി,ഇന്ദ്രവജ്ര,എം. ഗീതാദേവി,കവിത
തൂമന്ദഹാസം കണിയായൊരുക്കീ,ഇന്ദ്രവജ്ര,എം. ഗീതാദേവി,കവിത
ആതാരചന്ദ്രംതവ പുണ്യകർമ്മം,ഇന്ദ്രവജ്ര,എം. ഗീതാദേവി,കവിത
ആധാരമാക്കീ നിലനില്പു വിശ്വം,ഇന്ദ്രവജ്ര,എം. ഗീതാദേവി,കവിത
കഠോരമായി വീശിടുന്നു മിന്നലുംമുഴക്കവും,ഇന്ദ്രവജ്ര,എം. ഗീതാദേവി,കവിത
ശഠേന്നതാവെട്ടിടുന്നു ടടം ടടം ടടം ടടം ടടം,ഇന്ദ്രവജ്ര,എം. ഗീതാദേവി,കവിത
കൂട്ടായിനിന്നാലതുശക്തിയേകും,ഇന്ദ്രവജ്ര,എം. ഗീതാദേവി,കവിത
നേട്ടംവരിക്കാനിതുതന്നെവേല,ഇന്ദ്രവജ്ര,എം. ഗീതാദേവി,കവിത
താമരക്കുയിൽ പാടുന്നൂ ദൂരേ,ഓമനക്കുട്ടൻ,എം. ഗീതാദേവി,കവിത
താളത്തിൽ പാടീ പൂങ്കാറ്റും,ഓമനക്കുട്ടൻ,എം. ഗീതാദേവി,കവിത
കാണുമ്പോൾ നാണം പൂക്കുന്നകണ്ണിൽ,ഓമനക്കുട്ടൻ,എം. ഗീതാദേവി,കവിത
കാണാമൊത്തിരി മോഹങ്ങൾ,ഓമനക്കുട്ടൻ,എം. ഗീതാദേവി,കവിത
ശശികിരണ മൊളിവിതറുമാവണിപ്പൂവനം,കളകാഞ്ചി,എം. ഗീതാദേവി,കവിത
കാത്തുനില്പൂവതിൻ ചാരെയാകാമിനി,കളകാഞ്ചി,എം. ഗീതാദേവി,കവിത
അവനിയിലെകളികളിതു കണ്ടൊരാതാരകൾ,കളകാഞ്ചി,എം. ഗീതാദേവി,കവിത
കൺചിമ്മി കാവലായ് ചൊന്നതു കേട്ടുവോ,കളകാഞ്ചി,എം. ഗീതാദേവി,കവിത
പുത്രിയുംധാത്രിയുമൊന്നുപോലിങ്ങനെ,കാകളി,എം. ഗീതാദേവി,കവിത
നിന്ദിതയാകുവാനെന്തൊരു കാരണം,കാകളി,എം. ഗീതാദേവി,കവിത
ചന്തത്തിൽ ചോടുവച്ചൂ ചാഞ്ചാടീയാടിവായോ,കൃശമദ്ധ്യ,എം. ഗീതാദേവി,കവിത
തുമ്പപ്പൂചോറു തിന്നാം വാഴപ്പൂന്തേൻ കുടിക്കാം,കൃശമദ്ധ്യ,എം. ഗീതാദേവി,കവിത
അമ്പിളിക്കലാധരാ ശ്രീനീലകണ്ഠാശംഭോ,കേക,എം. ഗീതാദേവി,കവിത
തുമ്പങ്ങളൊഴിച്ചെന്റെ ചിത്തത്തിൽ വിളങ്ങണേ,കേക,എം. ഗീതാദേവി,കവിത
ശക്തിസ്വരൂപനായ സത്യത്തിന്നാധാരമേ,കേക,എം. ഗീതാദേവി,കവിത
മുക്തിപ്രാപ്തിക്കായിതാതൃപ്പാദം,കേക,എം. ഗീതാദേവി,കവിത
നെയ്ത്തിരിനാളം പോലെതിളങ്ങീ,ചമ്പകമാല,എം. ഗീതാദേവി,കവിത
നീലനിലാവിൽത്താവകരൂപം,ചമ്പകമാല,എം. ഗീതാദേവി,കവിത
രാഗവതീ നിൻമോഹനഗാനം,ചമ്പകമാല,എം. ഗീതാദേവി,കവിത
കേട്ടുമയങ്ങാൻ മോഹമെനിക്കും,ചമ്പകമാല,എം. ഗീതാദേവി,കവിത
നന്ദകിശോരാകാത്തരുളേണം,ചമ്പകമാല,എം. ഗീതാദേവി,കവിത
സങ്കടമെല്ലാംതീർത്തുതരേണം,ചമ്പകമാല,എം. ഗീതാദേവി,കവിത
കർക്കടകംവരവായതിവർഷം,ചാരണഗീതം,എം. ഗീതാദേവി,കവിത
പെയ്യുകയാണൊരുതുള്ളികണക്കേ,ചാരണഗീതം,എം. ഗീതാദേവി,കവിത
ചാരുമുഖീതവ മോഹമതെന്തും,ചാരണഗീതം,എം. ഗീതാദേവി,കവിത
സാധിതമാക്കുവതെന്നുടെ ധർമ്മം,ചാരണഗീതം,എം. ഗീതാദേവി,കവിത
ശംഭുകുമാരഗണേശാ കണ്ടുതൊഴാം പദപദ്മം,ചിത്രപദ,എം. ഗീതാദേവി,കവിത
ജീവിതയാത്രയിലെന്നും നേർവഴികാട്ടിനയിക്കൂ,ചിത്രപദ,എം. ഗീതാദേവി,കവിത
ഗോപികമാരുടെ ചിത്തം മോഹിതമായതിവേഗം,ചിത്രപദ,എം. ഗീതാദേവി,കവിത
കണ്ണനുമൊത്തൊരു കൂട്ടർ വെണ്ണകവർന്നു കളിപ്പൂ,ചിത്രപദ,എം. ഗീതാദേവി,കവിത
കണ്ണിനു പൂക്കണിയായി മണ്ണിലുരുണ്ടുകളിച്ചൂ,ചിത്രപദ,എം. ഗീതാദേവി,കവിത
കുങ്കുമരാഗപരാഗം കണ്ണിൽ,തരംഗിണി,എം. ഗീതാദേവി,കവിത
ചന്ദനലേപസുഗന്ധംമെയ്യിൽ,തരംഗിണി,എം. ഗീതാദേവി,കവിത
ദിനരാവുകളിൽ ദീപിക പോലേ,തരംഗിണി,എം. ഗീതാദേവി,കവിത
ദിനസരിയിൽ നീ ദ്യുതിചേർക്കുന്നു,തരംഗിണി,എം. ഗീതാദേവി,കവിത
മിഴിനീരലയാൽ കഴുകാം മഷികൾ,തോടകം,എം. ഗീതാദേവി,കവിത
